id,translation
201,"{'input': 'How many different degree names are offered?', 'output': 'SELECT count(DISTINCT degree_summary_name) FROM Degree_Programs'}"
202,"{'input': 'How many different degrees are offered?', 'output': 'SELECT count(DISTINCT degree_summary_name) FROM Degree_Programs'}"
203,"{'input': 'What are the names and descriptions of all the sections?', 'output': 'SELECT section_name ,  section_description FROM Sections'}"
204,"{'input': 'What are the names and descriptions for all the sections?', 'output': 'SELECT section_name ,  section_description FROM Sections'}"
205,"{'input': 'List the section_name in reversed lexicographical order.', 'output': 'SELECT section_name FROM Sections ORDER BY section_name DESC'}"
206,"{'input': 'What are the names of the sections in reverse alphabetical order?', 'output': 'SELECT section_name FROM Sections ORDER BY section_name DESC'}"
207,"{'input': 'Which semesters do not have any student enrolled? List the semester name.', 'output': 'SELECT semester_name FROM Semesters WHERE semester_id NOT IN( SELECT semester_id FROM Student_Enrolment )'}"
208,"{'input': 'What is the name of the semester with no students enrolled?', 'output': 'SELECT semester_name FROM Semesters WHERE semester_id NOT IN( SELECT semester_id FROM Student_Enrolment )'}"
209,"{'input': 'What is the phone number of the man with the first name Timmothy and the last name Ward?', 'output': ""SELECT cell_mobile_number FROM Students WHERE first_name  =  'Timmothy' AND last_name  =  'Ward'""}"
210,"{'input': 'What is the mobile phone number of the student named Timmothy Ward ?', 'output': ""select cell_mobile_number from students where first_name  =  'timmothy' and last_name  =  'ward'""}"
211,"{'input': 'Whose permanent address is different from his or her current address? List his or her first name.', 'output': 'SELECT first_name FROM Students WHERE current_address_id != permanent_address_id'}"
212,"{'input': 'What is the first name of the student whose permanent address is different from his or her current one?', 'output': 'SELECT first_name FROM Students WHERE current_address_id != permanent_address_id'}"
213,"{'input': 'On average, when were the transcripts printed?', 'output': 'SELECT avg(transcript_date) FROM Transcripts'}"
214,"{'input': 'What is the average transcript date?', 'output': 'SELECT avg(transcript_date) FROM Transcripts'}"
215,"{'input': 'How many transcripts are released?', 'output': 'SELECT count(*) FROM Transcripts'}"
216,"{'input': 'How many transcripts are listed?', 'output': 'SELECT count(*) FROM Transcripts'}"
217,"{'input': 'How many different addresses do the students currently live?', 'output': 'SELECT count(DISTINCT current_address_id) FROM Students'}"
218,"{'input': 'What are the different addresses that have students living there?', 'output': 'SELECT count(DISTINCT current_address_id) FROM Students'}"
219,"{'input': 'List all the student details in reversed lexicographical order.', 'output': 'SELECT other_student_details FROM Students ORDER BY other_student_details DESC'}"
220,"{'input': 'What other details can you tell me about students in reverse alphabetical order?', 'output': 'SELECT other_student_details FROM Students ORDER BY other_student_details DESC'}"
221,"{'input': 'Describe the section h.', 'output': ""SELECT section_description FROM Sections WHERE section_name  =  'h'""}"
222,"{'input': 'What is the description for the section named h?', 'output': ""SELECT section_description FROM Sections WHERE section_name  =  'h'""}"
223,"{'input': 'List the title of all cartoons in alphabetical order.', 'output': 'SELECT Title FROM Cartoon ORDER BY title'}"
224,"{'input': 'What are the titles of the cartoons sorted alphabetically?', 'output': 'SELECT Title FROM Cartoon ORDER BY title'}"
225,"{'input': 'List all cartoon directed by ""Ben Jones"".', 'output': 'SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";'}"
226,"{'input': 'What are the names of all cartoons directed by Ben Jones?', 'output': 'SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";'}"
227,"{'input': 'How many cartoons were written by ""Joseph Kuhr""?', 'output': 'SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";'}"
228,"{'input': 'What is the number of cartoones written by Joseph Kuhr?', 'output': 'SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";'}"
229,"{'input': 'list all cartoon titles and their directors ordered by their air date', 'output': 'SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date'}"
230,"{'input': 'What is the name and directors of all the cartoons that are ordered by air date?', 'output': 'SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date'}"
231,"{'input': 'List the number of different series names and contents in the TV Channel table.', 'output': 'SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;'}"
232,"{'input': 'How many different series and contents are listed in the TV Channel table?', 'output': 'SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;'}"
233,"{'input': 'What is the content of TV Channel with serial name ""Sky Radio""?', 'output': 'SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";'}"
234,"{'input': 'What is the content of the series Sky Radio?', 'output': 'SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";'}"
235,"{'input': 'What is the Package Option of TV Channel with serial name ""Sky Radio""?', 'output': 'SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";'}"
236,"{'input': 'What are the Package Options of the TV Channels whose series names are Sky Radio?', 'output': 'SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";'}"
237,"{'input': 'How many TV Channel using language English?', 'output': 'SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";'}"
238,"{'input': 'How many TV Channels use the English language?', 'output': 'SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";'}"
239,"{'input': 'List each language and the number of TV Channels using it.', 'output': 'SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE'}"
240,"{'input': 'For each language, list the number of TV Channels that use it.', 'output': 'SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE'}"
241,"{'input': 'List the Episode of all TV series sorted by rating.', 'output': 'SELECT Episode FROM TV_series ORDER BY rating'}"
242,"{'input': 'What are all of the episodes ordered by ratings?', 'output': 'SELECT Episode FROM TV_series ORDER BY rating'}"
243,"{'input': 'What is the air date of TV series with Episode ""A Love of a Lifetime""?', 'output': 'SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";'}"
244,"{'input': 'When did the episode ""A Love of a Lifetime"" air?', 'output': 'SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";'}"
245,"{'input': 'What is Weekly Rank of TV series with Episode ""A Love of a Lifetime""?', 'output': 'SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";'}"
246,"{'input': 'What is the weekly rank for the episode ""A Love of a Lifetime""?', 'output': 'SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";'}"
247,"{'input': 'Find the number of cartoons directed by each of the listed directors.', 'output': 'SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by'}"
248,"{'input': 'How many cartoons did each director create?', 'output': 'SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by'}"
249,"{'input': 'Find the package choice and series name of the TV channel that has high definition TV.', 'output': 'SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes""'}"
250,"{'input': 'What are the package options and the name of the series for the TV Channel that supports high definition TV?', 'output': 'SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes""'}"
251,"{'input': 'find the pixel aspect ratio and nation of the tv channels that do not use English.', 'output': ""SELECT Pixel_aspect_ratio_PAR ,  country FROM tv_channel WHERE LANGUAGE != 'English'""}"
252,"{'input': 'What is the pixel aspect ratio and country of origin for all TV channels that do not use English?', 'output': ""SELECT Pixel_aspect_ratio_PAR ,  country FROM tv_channel WHERE LANGUAGE != 'English'""}"
253,"{'input': 'How many poker players are there?', 'output': 'SELECT count(*) FROM poker_player'}"
254,"{'input': 'Count the number of poker players.', 'output': 'SELECT count(*) FROM poker_player'}"
255,"{'input': 'List the earnings of poker players in descending order.', 'output': 'SELECT Earnings FROM poker_player ORDER BY Earnings DESC'}"
256,"{'input': 'What are the earnings of poker players, ordered descending by value?', 'output': 'SELECT Earnings FROM poker_player ORDER BY Earnings DESC'}"
257,"{'input': 'List the final tables made and the best finishes of poker players.', 'output': 'SELECT Final_Table_Made ,  Best_Finish FROM poker_player'}"
258,"{'input': 'What are the final tables made and best finishes for all poker players?', 'output': 'SELECT Final_Table_Made ,  Best_Finish FROM poker_player'}"
259,"{'input': 'What is the average earnings of poker players?', 'output': 'SELECT avg(Earnings) FROM poker_player'}"
260,"{'input': 'Return the average earnings across all poker players.', 'output': 'SELECT avg(Earnings) FROM poker_player'}"
261,"{'input': 'What is the maximum number of final tables made among poker players with earnings less than 200000?', 'output': 'SELECT max(Final_Table_Made) FROM poker_player WHERE Earnings  <  200000'}"
262,"{'input': 'Return the maximum final tables made across all poker players who have earnings below 200000.', 'output': 'SELECT max(Final_Table_Made) FROM poker_player WHERE Earnings  <  200000'}"
263,"{'input': 'What are different nationalities of people and the corresponding number of people from each nation?', 'output': 'SELECT Nationality ,  COUNT(*) FROM people GROUP BY Nationality'}"
264,"{'input': 'How many people are there of each nationality?', 'output': 'SELECT Nationality ,  COUNT(*) FROM people GROUP BY Nationality'}"
265,"{'input': 'List the names and birth dates of people in ascending alphabetical order of name.', 'output': 'SELECT Name ,  Birth_Date FROM people ORDER BY Name ASC'}"
266,"{'input': 'What are the names and birth dates of people, ordered by their names in alphabetical order?', 'output': 'SELECT Name ,  Birth_Date FROM people ORDER BY Name ASC'}"
267,"{'input': 'Show names of people whose nationality is not ""Russia"".', 'output': 'SELECT Name FROM people WHERE Nationality != ""Russia""'}"
268,"{'input': 'What are the names of people who are not from Russia?', 'output': 'SELECT Name FROM people WHERE Nationality != ""Russia""'}"
269,"{'input': 'List the names of people that are not poker players.', 'output': 'SELECT Name FROM people WHERE People_ID NOT IN (SELECT People_ID FROM poker_player)'}"
270,"{'input': 'What are the names of people who do not play poker?', 'output': 'SELECT Name FROM people WHERE People_ID NOT IN (SELECT People_ID FROM poker_player)'}"
271,"{'input': 'How many distinct nationalities are there?', 'output': 'SELECT count(DISTINCT Nationality) FROM people'}"
272,"{'input': 'Count the number of different nationalities.', 'output': 'SELECT count(DISTINCT Nationality) FROM people'}"
273,"{'input': 'How many states are there?', 'output': 'SELECT count(*) FROM area_code_state'}"
274,"{'input': 'List the contestant numbers and names, ordered by contestant name descending.', 'output': 'SELECT contestant_number ,  contestant_name FROM contestants ORDER BY contestant_name DESC'}"
275,"{'input': 'List the vote ids, phone numbers and states of all votes.', 'output': 'SELECT vote_id ,  phone_number ,  state FROM votes'}"
276,"{'input': ""What is last date created of votes from the state 'CA'?"", 'output': ""SELECT max(created) FROM votes WHERE state  =  'CA'""}"
277,"{'input': ""What are the names of the contestants whose names are not 'Jessie Alloway'"", 'output': ""SELECT contestant_name FROM contestants WHERE contestant_name != 'Jessie Alloway'""}"
278,"{'input': 'What are the distinct states and create time of all votes?', 'output': 'SELECT DISTINCT state ,  created FROM votes'}"
279,"{'input': 'How many contestants did not get voted?', 'output': 'SELECT count(*) FROM contestants WHERE contestant_number NOT IN ( SELECT contestant_number FROM votes )'}"
280,"{'input': 'What are the names of all the countries that became independent after 1950?', 'output': 'SELECT Name FROM country WHERE IndepYear  >  1950'}"
281,"{'input': 'Give the names of the nations that were founded after 1950.', 'output': 'SELECT Name FROM country WHERE IndepYear  >  1950'}"
282,"{'input': 'How many countries have a republic as their form of government?', 'output': 'SELECT count(*) FROM country WHERE GovernmentForm  =  ""Republic""'}"
283,"{'input': 'How many countries have governments that are republics?', 'output': 'SELECT count(*) FROM country WHERE GovernmentForm  =  ""Republic""'}"
284,"{'input': 'What is the total surface area of the countries in the Caribbean region?', 'output': 'SELECT sum(SurfaceArea) FROM country WHERE Region  =  ""Caribbean""'}"
285,"{'input': 'How much surface area do the countires in the Carribean cover together?', 'output': 'SELECT sum(SurfaceArea) FROM country WHERE Region  =  ""Caribbean""'}"
286,"{'input': 'Which continent is Anguilla in?', 'output': 'SELECT Continent FROM country WHERE Name  =  ""Anguilla""'}"
287,"{'input': 'What is the continent name which Anguilla belongs to?', 'output': 'SELECT Continent FROM country WHERE Name  =  ""Anguilla""'}"
288,"{'input': 'What are the population and life expectancies in Brazil?', 'output': 'SELECT Population ,  LifeExpectancy FROM country WHERE Name  =  ""Brazil""'}"
289,"{'input': 'Give me Brazil’s population and life expectancies.', 'output': 'SELECT Population ,  LifeExpectancy FROM country WHERE Name  =  ""Brazil""'}"
290,"{'input': 'What are the region and population of Angola?', 'output': 'SELECT Population ,  Region FROM country WHERE Name  =  ""Angola""'}"
291,"{'input': 'What region does Angola belong to and what is its population?', 'output': 'SELECT Population ,  Region FROM country WHERE Name  =  ""Angola""'}"
292,"{'input': 'What is the average expected life expectancy for countries in the region of Central Africa?', 'output': 'SELECT avg(LifeExpectancy) FROM country WHERE Region  =  ""Central Africa""'}"
293,"{'input': 'How long is the people’s average life expectancy in Central Africa?', 'output': 'SELECT avg(LifeExpectancy) FROM country WHERE Region  =  ""Central Africa""'}"
294,"{'input': 'What is the average life expectancy in African countries that are republics?', 'output': 'SELECT avg(LifeExpectancy) FROM country WHERE Continent  =  ""Africa"" AND GovernmentForm  =  ""Republic""'}"
295,"{'input': 'Give the average life expectancy for countries in Africa which are republics?', 'output': 'SELECT avg(LifeExpectancy) FROM country WHERE Continent  =  ""Africa"" AND GovernmentForm  =  ""Republic""'}"
296,"{'input': 'How many people live in Gelderland district?', 'output': 'SELECT sum(Population) FROM city WHERE District  =  ""Gelderland""'}"
297,"{'input': 'What is the total population of Gelderland district?', 'output': 'SELECT sum(Population) FROM city WHERE District  =  ""Gelderland""'}"
298,"{'input': 'How many unique languages are spoken in the world?', 'output': 'SELECT count(DISTINCT LANGUAGE) FROM countrylanguage'}"
299,"{'input': 'What is the number of distinct languages used around the world?', 'output': 'SELECT count(DISTINCT LANGUAGE) FROM countrylanguage'}"
300,"{'input': 'How many type of governments are in Africa?', 'output': 'SELECT count(DISTINCT GovernmentForm) FROM country WHERE Continent  =  ""Africa""'}"
301,"{'input': 'How many different forms of governments are there in Africa?', 'output': 'SELECT count(DISTINCT GovernmentForm) FROM country WHERE Continent  =  ""Africa""'}"
302,"{'input': 'What are the country codes of countries where people use languages other than English?', 'output': 'SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != ""English""'}"
303,"{'input': 'Give the country codes for countries in which people speak langauges that are not English.', 'output': 'SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != ""English""'}"
304,"{'input': 'how many countries are in Asia?', 'output': 'SELECT count(*) FROM country WHERE continent  =  ""Asia""'}"
305,"{'input': 'Count the number of countries in Asia.', 'output': 'SELECT count(*) FROM country WHERE continent  =  ""Asia""'}"
306,"{'input': 'What are the names of the countries that are in the continent of Europe and have a population of 80000?', 'output': 'SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000""'}"
307,"{'input': 'Give the names of countries that are in Europe and have a population equal to 80000.', 'output': 'SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000""'}"
308,"{'input': 'What are the cities whose population is between 160000 and 900000?', 'output': 'SELECT name FROM city WHERE Population BETWEEN 160000 AND 900000'}"
309,"{'input': 'Return the names of cities that have a population between 160000 and 900000 .', 'output': 'select name from city where population between 160000 and 900000'}"
310,"{'input': 'What is the language spoken by the largest percentage of people in each country?', 'output': 'SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode'}"
311,"{'input': 'What are the country codes of the different countries, and what are the languages spoken by the greatest percentage of people for each?', 'output': 'SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode'}"
312,"{'input': 'How many conductors are there?', 'output': 'SELECT count(*) FROM conductor'}"
313,"{'input': 'Count the number of conductors.', 'output': 'SELECT count(*) FROM conductor'}"
314,"{'input': 'List the names of conductors in ascending order of age.', 'output': 'SELECT Name FROM conductor ORDER BY Age ASC'}"
315,"{'input': 'What are the names of conductors, ordered by age?', 'output': 'SELECT Name FROM conductor ORDER BY Age ASC'}"
316,"{'input': 'What are the names of conductors whose nationalities are not ""USA""?', 'output': ""SELECT Name FROM conductor WHERE Nationality != 'USA'""}"
317,"{'input': 'Return the names of conductors that do not have the nationality ""USA"".', 'output': ""SELECT Name FROM conductor WHERE Nationality != 'USA'""}"
318,"{'input': 'What are the record companies of orchestras in descending order of years in which they were founded?', 'output': 'SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC'}"
319,"{'input': 'Return the record companies of orchestras, sorted descending by the years in which they were founded.', 'output': 'SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC'}"
320,"{'input': 'What is the average attendance of shows?', 'output': 'SELECT avg(Attendance) FROM SHOW'}"
321,"{'input': 'Return the average attendance across all shows.', 'output': 'SELECT avg(Attendance) FROM SHOW'}"
322,"{'input': 'How many different nationalities do conductors have?', 'output': 'SELECT count(DISTINCT Nationality) FROM conductor'}"
323,"{'input': 'Count the number of different nationalities of conductors.', 'output': 'SELECT count(DISTINCT Nationality) FROM conductor'}"
324,"{'input': 'List names of conductors in descending order of years of work.', 'output': 'SELECT Name FROM conductor ORDER BY Year_of_Work DESC'}"
325,"{'input': 'What are the names of conductors, sorted descending by the number of years they have worked?', 'output': 'SELECT Name FROM conductor ORDER BY Year_of_Work DESC'}"
326,"{'input': 'Please show the different record companies and the corresponding number of orchestras.', 'output': 'SELECT Record_Company ,  COUNT(*) FROM orchestra GROUP BY Record_Company'}"
327,"{'input': 'How many orchestras does each record company manage?', 'output': 'SELECT Record_Company ,  COUNT(*) FROM orchestra GROUP BY Record_Company'}"
328,"{'input': 'List the names of orchestras that have no performance.', 'output': 'SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance)'}"
329,"{'input': 'What are the orchestras that do not have any performances?', 'output': 'SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance)'}"
330,"{'input': 'How many high schoolers are there?', 'output': 'SELECT count(*) FROM Highschooler'}"
331,"{'input': 'Count the number of high schoolers.', 'output': 'SELECT count(*) FROM Highschooler'}"
332,"{'input': 'Show the names and grades of each high schooler.', 'output': 'SELECT name ,  grade FROM Highschooler'}"
333,"{'input': 'What are the names and grades for each high schooler?', 'output': 'SELECT name ,  grade FROM Highschooler'}"
334,"{'input': 'Show all the grades of the high schoolers.', 'output': 'SELECT grade FROM Highschooler'}"
335,"{'input': 'What is the grade of each high schooler?', 'output': 'SELECT grade FROM Highschooler'}"
336,"{'input': 'What grade is Kyle in?', 'output': 'SELECT grade FROM Highschooler WHERE name  =  ""Kyle""'}"
337,"{'input': 'Return the grade for the high schooler named Kyle.', 'output': 'SELECT grade FROM Highschooler WHERE name  =  ""Kyle""'}"
338,"{'input': 'Show the names of all high schoolers in grade 10.', 'output': 'SELECT name FROM Highschooler WHERE grade  =  10'}"
339,"{'input': 'What are the names of all high schoolers in grade 10?', 'output': 'SELECT name FROM Highschooler WHERE grade  =  10'}"
340,"{'input': 'Show the ID of the high schooler named Kyle.', 'output': 'SELECT ID FROM Highschooler WHERE name  =  ""Kyle""'}"
341,"{'input': ""What is Kyle's id?"", 'output': 'SELECT ID FROM Highschooler WHERE name  =  ""Kyle""'}"
342,"{'input': 'Show the number of high schoolers for each grade.', 'output': 'SELECT grade ,  count(*) FROM Highschooler GROUP BY grade'}"
343,"{'input': 'How many high schoolers are in each grade?', 'output': 'SELECT grade ,  count(*) FROM Highschooler GROUP BY grade'}"
344,"{'input': 'Show the student IDs and numbers of friends corresponding to each.', 'output': 'SELECT student_id ,  count(*) FROM Friend GROUP BY student_id'}"
345,"{'input': 'How many friends does each student have?', 'output': 'SELECT student_id ,  count(*) FROM Friend GROUP BY student_id'}"
346,"{'input': 'Count the number of likes for each student id.', 'output': 'SELECT student_id ,  count(*) FROM Likes GROUP BY student_id'}"
347,"{'input': 'How many likes correspond to each student id?', 'output': 'SELECT student_id ,  count(*) FROM Likes GROUP BY student_id'}"
348,"{'input': 'What is the average age of the dogs who have gone through any treatments?', 'output': 'SELECT avg(age) FROM Dogs WHERE dog_id IN ( SELECT dog_id FROM Treatments )'}"
349,"{'input': 'Find the average age of the dogs who went through treatments.', 'output': 'SELECT avg(age) FROM Dogs WHERE dog_id IN ( SELECT dog_id FROM Treatments )'}"
350,"{'input': 'What are the arriving date and the departing date of all the dogs?', 'output': 'SELECT date_arrived ,  date_departed FROM Dogs'}"
351,"{'input': 'List the arrival date and the departure date for all the dogs.', 'output': 'SELECT date_arrived ,  date_departed FROM Dogs'}"
352,"{'input': 'How many dogs went through any treatments?', 'output': 'SELECT count(DISTINCT dog_id) FROM Treatments'}"
353,"{'input': 'Count the number of dogs that went through a treatment.', 'output': 'SELECT count(DISTINCT dog_id) FROM Treatments'}"
354,"{'input': 'How many professionals have performed any treatment to dogs?', 'output': 'SELECT count(DISTINCT professional_id) FROM Treatments'}"
355,"{'input': 'Find the number of professionals who have ever treated dogs.', 'output': 'SELECT count(DISTINCT professional_id) FROM Treatments'}"
356,"{'input': 'How many dogs have not gone through any treatment?', 'output': 'SELECT count(*) FROM Dogs WHERE dog_id NOT IN ( SELECT dog_id FROM Treatments )'}"
357,"{'input': 'Tell me the number of dogs that have not received any treatment .', 'output': 'select count(*) from dogs where dog_id not in ( select dog_id from treatments )'}"
358,"{'input': 'How many owners temporarily do not have any dogs?', 'output': 'SELECT count(*) FROM Owners WHERE owner_id NOT IN ( SELECT owner_id FROM Dogs )'}"
359,"{'input': 'Find the number of owners who do not own any dogs at this moment.', 'output': 'SELECT count(*) FROM Owners WHERE owner_id NOT IN ( SELECT owner_id FROM Dogs )'}"
360,"{'input': 'How many professionals did not operate any treatment on dogs?', 'output': 'SELECT count(*) FROM Professionals WHERE professional_id NOT IN ( SELECT professional_id FROM Treatments )'}"
361,"{'input': 'Find the number of professionals who have not treated any dogs.', 'output': 'SELECT count(*) FROM Professionals WHERE professional_id NOT IN ( SELECT professional_id FROM Treatments )'}"
362,"{'input': 'List the dog name, age and weight of the dogs who have been abandoned? 1 stands for yes, and 0 stands for no.', 'output': 'SELECT name ,  age ,  weight FROM Dogs WHERE abandoned_yn  =  1'}"
363,"{'input': 'What are the dog name, age and weight of the dogs that were abandoned? Note that 1 stands for yes, and 0 stands for no in the tables.', 'output': 'SELECT name ,  age ,  weight FROM Dogs WHERE abandoned_yn  =  1'}"
364,"{'input': 'What is the average age of all the dogs?', 'output': 'SELECT avg(age) FROM Dogs'}"
365,"{'input': 'Compute the average age of all the dogs.', 'output': 'SELECT avg(age) FROM Dogs'}"
366,"{'input': 'What is the age of the oldest dog?', 'output': 'SELECT max(age) FROM Dogs'}"
367,"{'input': 'Tell me the age of the oldest dog.', 'output': 'SELECT max(age) FROM Dogs'}"
368,"{'input': 'How much does each charge type costs? List both charge type and amount.', 'output': 'SELECT charge_type ,  charge_amount FROM Charges'}"
369,"{'input': 'List each charge type and its amount.', 'output': 'SELECT charge_type ,  charge_amount FROM Charges'}"
370,"{'input': 'How much does the most expensive charge type costs?', 'output': 'SELECT max(charge_amount) FROM Charges'}"
371,"{'input': 'What is the charge amount of the most expensive charge type?', 'output': 'SELECT max(charge_amount) FROM Charges'}"
372,"{'input': 'List the email, cell phone and home phone of all the professionals.', 'output': 'SELECT email_address ,  cell_number ,  home_phone FROM professionals'}"
373,"{'input': 'What are the email, cell phone and home phone of each professional?', 'output': 'SELECT email_address ,  cell_number ,  home_phone FROM professionals'}"
374,"{'input': 'What are all the possible breed type and size type combinations?', 'output': 'SELECT DISTINCT breed_code ,  size_code FROM dogs'}"
375,"{'input': 'Find the distinct breed type and size type combinations for dogs.', 'output': 'SELECT DISTINCT breed_code ,  size_code FROM dogs'}"
376,"{'input': 'How many singers are there?', 'output': 'SELECT count(*) FROM singer'}"
377,"{'input': 'What is the count of singers?', 'output': 'SELECT count(*) FROM singer'}"
378,"{'input': 'List the name of singers in ascending order of net worth.', 'output': 'SELECT Name FROM singer ORDER BY Net_Worth_Millions ASC'}"
379,"{'input': 'What are the names of singers ordered by ascending net worth?', 'output': 'SELECT Name FROM singer ORDER BY Net_Worth_Millions ASC'}"
380,"{'input': 'What are the birth year and citizenship of singers?', 'output': 'SELECT Birth_Year ,  Citizenship FROM singer'}"
381,"{'input': 'What are the birth years and citizenships of the singers?', 'output': 'SELECT Birth_Year ,  Citizenship FROM singer'}"
382,"{'input': 'List the name of singers whose citizenship is not ""France"".', 'output': 'SELECT Name FROM singer WHERE Citizenship != ""France""'}"
383,"{'input': 'What are the names of the singers who are not French citizens?', 'output': 'SELECT Name FROM singer WHERE Citizenship != ""France""'}"
384,"{'input': 'Show different citizenship of singers and the number of singers of each citizenship.', 'output': 'SELECT Citizenship ,  COUNT(*) FROM singer GROUP BY Citizenship'}"
385,"{'input': 'For each citizenship, how many singers are from that country?', 'output': 'SELECT Citizenship ,  COUNT(*) FROM singer GROUP BY Citizenship'}"
386,"{'input': 'Show different citizenships and the maximum net worth of singers of each citizenship.', 'output': 'SELECT Citizenship ,  max(Net_Worth_Millions) FROM singer GROUP BY Citizenship'}"
387,"{'input': 'For each citizenship, what is the maximum net worth?', 'output': 'SELECT Citizenship ,  max(Net_Worth_Millions) FROM singer GROUP BY Citizenship'}"
388,"{'input': 'List the name of singers that do not have any song.', 'output': 'SELECT Name FROM singer WHERE Singer_ID NOT IN (SELECT Singer_ID FROM song)'}"
389,"{'input': 'What is the sname of every sing that does not have any song?', 'output': 'SELECT Name FROM singer WHERE Singer_ID NOT IN (SELECT Singer_ID FROM song)'}"
390,"{'input': 'How many available features are there in total?', 'output': 'SELECT count(*) FROM Other_Available_Features'}"
